#Benchmark	Runtime	CPU Frequency(MHz)	CPU Voltage(V)	CPU Power(W)	CPU Temperature(C)
stress	600.0227023080	2000000	1.300000	1.807000	54
stress	600.0227023080	2000000	1.300000	1.809000	53
stress	600.0227023080	2000000	1.300000	1.811000	53
stress	600.0227023080	2000000	1.300000	1.811000	53
stress	600.0227023080	2000000	1.300000	1.807000	54
stress	600.0227023080	2000000	1.300000	1.811000	54
stress	600.0227023080	2000000	1.300000	1.814000	53
stress	600.0227023080	2000000	1.300000	1.812000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.812000	53
stress	600.0227023080	2000000	1.300000	1.808000	53
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.809000	53
stress	600.0227023080	2000000	1.300000	1.812000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.824000	53
stress	600.0227023080	2000000	1.300000	1.813000	53
stress	600.0227023080	2000000	1.300000	1.812000	53
stress	600.0227023080	2000000	1.300000	1.808000	53
stress	600.0227023080	2000000	1.300000	1.809000	53
stress	600.0227023080	2000000	1.300000	1.812000	53
stress	600.0227023080	2000000	1.300000	1.810000	53
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.809000	53
stress	600.0227023080	2000000	1.300000	1.811000	53
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.811000	53
stress	600.0227023080	2000000	1.300000	1.811000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.809000	53
stress	600.0227023080	2000000	1.300000	1.811000	53
stress	600.0227023080	2000000	1.300000	1.808000	53
stress	600.0227023080	2000000	1.300000	1.811000	53
stress	600.0227023080	2000000	1.300000	1.809000	53
stress	600.0227023080	2000000	1.300000	1.808000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.817000	53
stress	600.0227023080	2000000	1.300000	1.812000	53
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.811000	53
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.811000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.804000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.809000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.809000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.809000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.804000	53
stress	600.0227023080	2000000	1.300000	1.804000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.809000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.804000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.809000	53
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.808000	53
stress	600.0227023080	2000000	1.300000	1.804000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.804000	53
stress	600.0227023080	2000000	1.300000	1.809000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.804000	53
stress	600.0227023080	2000000	1.300000	1.804000	53
stress	600.0227023080	2000000	1.300000	1.808000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.804000	53
stress	600.0227023080	2000000	1.300000	1.804000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.808000	53
stress	600.0227023080	2000000	1.300000	1.804000	53
stress	600.0227023080	2000000	1.300000	1.802000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.804000	53
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.808000	53
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.804000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.808000	53
stress	600.0227023080	2000000	1.300000	1.804000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.804000	53
stress	600.0227023080	2000000	1.300000	1.809000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.802000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.808000	53
stress	600.0227023080	2000000	1.300000	1.809000	53
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.804000	53
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.809000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.802000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.802000	53
stress	600.0227023080	2000000	1.300000	1.802000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.800000	53
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.808000	52
stress	600.0227023080	2000000	1.300000	1.804000	53
stress	600.0227023080	2000000	1.300000	1.802000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.804000	53
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.810000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.808000	52
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.802000	53
stress	600.0227023080	2000000	1.300000	1.804000	53
stress	600.0227023080	2000000	1.300000	1.807000	52
stress	600.0227023080	2000000	1.300000	1.804000	52
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.806000	52
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.802000	53
stress	600.0227023080	2000000	1.300000	1.815000	52
stress	600.0227023080	2000000	1.300000	1.807000	52
stress	600.0227023080	2000000	1.300000	1.817000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.809000	53
stress	600.0227023080	2000000	1.300000	1.811000	53
stress	600.0227023080	2000000	1.300000	1.815000	53
stress	600.0227023080	2000000	1.300000	1.825000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.804000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.802000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.802000	53
stress	600.0227023080	2000000	1.300000	1.803000	53
stress	600.0227023080	2000000	1.300000	1.807000	53
stress	600.0227023080	2000000	1.300000	1.806000	53
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.807000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.806000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.807000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.806000	52
stress	600.0227023080	2000000	1.300000	1.807000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.804000	52
stress	600.0227023080	2000000	1.300000	1.806000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.807000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.806000	52
stress	600.0227023080	2000000	1.300000	1.806000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.807000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.806000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.804000	52
stress	600.0227023080	2000000	1.300000	1.806000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.807000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.804000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.806000	52
stress	600.0227023080	2000000	1.300000	1.806000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.806000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.804000	52
stress	600.0227023080	2000000	1.300000	1.806000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.806000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.804000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.804000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.804000	52
stress	600.0227023080	2000000	1.300000	1.806000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.806000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.804000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.804000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.806000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.804000	52
stress	600.0227023080	2000000	1.300000	1.804000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.806000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.804000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.806000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.804000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.806000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.806000	52
stress	600.0227023080	2000000	1.300000	1.804000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.806000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.806000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.807000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.804000	52
stress	600.0227023080	2000000	1.300000	1.807000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.807000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.806000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.806000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.804000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.804000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.798000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.799000	52
stress	600.0227023080	2000000	1.300000	1.806000	52
stress	600.0227023080	2000000	1.300000	1.803000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.806000	52
stress	600.0227023080	2000000	1.300000	1.802000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
stress	600.0227023080	2000000	1.300000	1.800000	52
